location,lon,lat,state
"orange county, ca",-117.8311428,33.7174708,california
"manhattan beach, ca",-118.4109089,33.8847361,NA
"murells inlet, sc",-79.0414261,33.5510021,south carolina
"orem, ut | austin, tx",-111.684525,40.2744,utah
"san diego, california",-117.1610838,32.715738,NA
"buffalo, ny",-78.8783689,42.8864468,new york:main
"greensburg, pa",-79.5389289,40.3014581,pennsylvania
jcps operations division,-85.6851968,38.1995222,kentucky
creative bliss...,-97.3176086,37.6900446,kansas
"lake in the hills, illinois",-88.3303618,42.1816908,illinois
"üt: 47.559032,-116.300507",-97.7340567,30.2849185,texas
lexington ma,-71.2271531,42.4473497,massachusetts:main
"grapevine-colleyville, texas",-97.0713572,32.9015724,texas
"planet earth, ny, long island",-73.936271,40.749168,NA
"calumet, mi",-88.454006,47.2465922,michigan:north
central nj,-74.308755,40.5409461,new jersey
"nj, usa",-74.4056612,40.0583238,new jersey
"san antonio, tx, usa",-98.4936282,29.4241219,texas
"walla walla, wa",-118.3430208,46.0645809,washington:main
kansas city,-94.5785667,39.0997265,missouri
montgomery and auburn,-86.1766584,32.3697457,alabama
east lansing public schools,-84.4697663,42.740271,michigan:south
"carson city, nv",-119.7674034,39.1637984,nevada
atlanta,-84.3879824,33.7489954,georgia
"connecticut, usa",-73.087749,41.6032207,connecticut
worcestershire,-2.2668382,52.2545225,NA
"vermont, usa",-72.5778415,44.5588028,vermont
"elmhurst, il",-87.9403418,41.8994744,illinois
"san francisco, california",-122.4194155,37.7749295,california
"champaign, illinois",-88.2433829,40.1164204,illinois
"college park, md",-76.93776,38.9896967,maryland
"conrad, iowa",-92.8746455,42.2247077,iowa
"aurora, co",-104.8319195,39.7294319,colorado
"white marsh, md",-76.4599043,39.3794196,maryland
"silver spring, md",-77.026088,38.9906657,maryland
"franklin, wi ",-88.0384195,42.888627,wisconsin
"dublin, ireland.",-6.2603097,53.3498053,NA
"tulare, ca",-119.3473379,36.2077288,california
md,-76.6412712,39.0457549,maryland
washington state,-120.7401385,47.7510741,washington:main
"avon, il",-90.4348506,40.6642065,illinois
"baltimore-washington, dc",-77.0288043,38.9016811,district of columbia
south florida,-81.5157535,27.6648274,florida
girona ,2.8214264,41.9794005,NA
"pretoria, south africa",28.2292712,-25.7478676,NA
"niantic, il",-89.1661942,39.8539297,illinois
salt lake city,-111.8910474,40.7607793,utah
"wadsworth, il",-87.9039574,42.4286813,illinois
chicago area,-88.0118473,41.7435073,illinois
"gray middle school, union, ky",-84.6798116,38.9303381,kentucky
"kampala, uganda",32.5825197,0.3475964,NA
howard county public schools,-76.964306,39.2873463,maryland
"davis, ca",-121.7405167,38.5449065,california
northern ky,-84.4645836,39.0319664,kentucky
"croton-on-hudson, ny",-73.8912481,41.2084278,new york:main
"plainville, ct",-72.8633635,41.6757457,connecticut
"clemson, sc",-82.8373654,34.6834382,south carolina
"teaching in alberta, canada",-116.5765035,53.9332706,NA
"marin, ca",-122.7633036,38.083403,california
lenapehoking / philadelphia,-75.1652215,39.9525839,pennsylvania
"rutland, vt",-72.9726065,43.6106237,vermont
"rutland, vermont",-72.9726065,43.6106237,vermont
"mill valley, ca",-122.5449763,37.9060368,california
st. louis,-90.1994042,38.6270025,missouri
"campbell county schools, ky",-84.3962535,38.8951891,kentucky
"satsuma, al",-88.0561106,30.853241,alabama
"shanghai, china",121.473701,31.230416,NA
"ventura county, ca",-119.13906420000001,34.3704884,california
"lincolnshire, il",-87.9084039,42.1900249,illinois
"saline, mi",-83.7816075,42.1667072,michigan:south
"44.176244,-72.504279",-72.5040947,44.1761308,vermont
middle-earth,-117.8375475,33.6446505,california
"vancouver, wa",-122.6760886,45.6257379,washington:main
"mahomet, illinois",-88.4042234,40.1953106,illinois
hoffman estates high school,-88.1075151,42.0529247,illinois
skokie school district 73.5,-87.7264094,42.0269177,illinois
ilinois,-89.3985283,40.6331249,illinois
"johannesburg, south africa",28.0473051,-26.2041028,NA
goshen road,-88.801184,38.2765861,illinois
"mason, oh",-84.309939,39.3600586,ohio
ga,-82.9000751,32.1656221,georgia
"frederick, maryland",-77.4105409,39.4142688,maryland
"east lansing, mi",-84.4838654,42.7369792,michigan:south
"barrington, il",-88.1361888,42.1539141,illinois
"twin cities, mn",-93.2009998,44.9374831,minnesota
"wales, united kingdom",-3.7837117,52.1306607,NA
"fl, usa",-81.5157535,27.6648274,florida
"brooklyn park, mn",-93.3563405,45.0941315,minnesota
" ~london, avalon & world wide~",-0.1480247,51.4506759,NA
"carrollton, ky",-85.1793979,38.6808958,kentucky
"champaign, il",-88.2433829,40.1164204,illinois
"baltimore, maryland",-76.6121893,39.2903848,maryland
"elk ridge, utah",-111.6768698,40.0113439,utah
"swansea, wales",-3.943646,51.62144,NA
"sparta, nj",-74.6367057,41.0360977,new jersey
"burnham-on-sea, england",-2.993858,51.240139,NA
cairo,31.2357116,30.0444196,NA
"baraboo, wi",-89.7442906,43.4710944,wisconsin
"columbus, ohio",-82.9987942,39.9611755,ohio
so cal,-116.419389,34.9592083,california
"san jose, ca",-121.8863286,37.3382082,california
"los angeles, ca",-118.2436849,34.0522342,california
"olathe, ks",-94.8191285,38.8813958,kansas
northeast us,-74.2179326,43.2994285,new york:main
"kansas, usa 🌻   [he/him/his] ",-98.4842465,39.011902,kansas
"missoula, mt",-113.9940314,46.8721284,montana
university of florida,-82.3549302,29.6436325,florida
lombard,-88.0078435,41.8800296,illinois
ann arbor (mostly),-83.7430378,42.2808256,michigan:south
"reno, nv",-119.8138027,39.5296329,nevada
"long island, ny",-73.134961,40.789142,new york:long island
murray,-111.8879909,40.6668916,utah
joburg ,28.0473051,-26.2041028,NA
"plymouth, england",-4.1426565,50.3754565,NA
venezuela,-66.58973,6.42375,NA
"olympia, washington",-122.9006951,47.0378741,washington:main
"sparta, mi",-85.7100393,43.1608578,michigan:south
"northampton, ma",-72.6412013,42.3250896,massachusetts:main
western massachusetts,-72.8988069,42.3453584,massachusetts:main
boston,-71.0588801,42.3600825,massachusetts:main
new jersey & ✈️,-74.4056612,40.0583238,new jersey
"orland park, illinois",-87.8539425,41.6303103,illinois
"wilmot school, deerfield il",-87.8654865,42.166571,illinois
"lake zurich, il",-88.0934108,42.1969689,illinois
"williston, vt",-73.099194,44.4454432,vermont
"savannah, tx",-96.9081597,33.2258526,texas
"fairfax, virginia",-77.3063733,38.8462236,virginia:main
"crystal lake, il",-88.3161965,42.2411344,illinois
"seattle - kent, washington",-122.2348432,47.3809335,washington:main
at jakarta,106.817913,-6.194197,NA
 tropical se palm beach co fl,-80.1114512,26.5415185,florida
"sonoma county, california",-122.9888319,38.5779555,california
"philadelphia, pa",-75.1652215,39.9525839,pennsylvania
"bed stuy, brooklyn!",-73.9417735,40.6872176,new york:long island
location:  world wide!!!,-90.0379257,38.7833557,illinois
"solingen, germany",7.0671161,51.1652199,NA
"florida and arizona, u.s.a.",-81.5157535,27.6648274,florida
sf bay area & puerto rico,-122.2913078,37.8271784,NA
"charlotte, nc",-80.8431267,35.2270869,north carolina:main
monterey california,-121.8946761,36.6002378,california
university of illinois-urbana,-88.2271615,40.1019523,illinois
"howard county, maryland usa",-76.964306,39.2873463,maryland
"st louis, mo",-90.1994042,38.6270025,missouri
"plymouth, mi",-83.4702132,42.3714253,michigan:south
"santa clara, ca",-121.9552356,37.3541079,california
"east meadow, ny",-73.5590157,40.7139898,new york:long island
dc area,-77.3783789,39.1289725,maryland
"edinburg, texas",-98.1633432,26.3017374,texas
national advocate,-71.3578107,42.0752399,massachusetts:main
atlanta and dmv ,-84.3999227,33.7452466,georgia
"howard county, md",-76.964306,39.2873463,maryland
central america,-85.6023643,12.7690126,NA
florida,-81.5157535,27.6648274,florida
senegal or texas,-99.9018131,31.9685988,texas
"nyc and portland, or",-122.6809291,45.5218097,oregon
"portland, or + the fab lab",-122.730543,45.4361338,oregon
404/☁️/nyc,-74.0059728,40.7127753,NA
"unimore, modena, italy",10.9279258,44.6451116,NA
"cardiff, wales",-3.17909,51.481581,NA
cardiff,-3.17909,51.481581,NA
"toronto, ontario",-79.3831843,43.653226,NA
"la junta, co",-103.5438321,37.9850091,colorado
across the world!,-94.1665905,45.5568171,minnesota
the dumpster!,-104.9506351,39.5169973,colorado
fort worth,-97.3307658,32.7554883,texas
new york,-74.0059728,40.7127753,NA
tennesse,-86.5804473,35.5174913,tennessee
"surrey, bc",-122.8490125,49.1913466,NA
ottawa,-75.6971931,45.4215296,NA
"alexandria, louisiana",-92.4451371,31.3112936,louisiana
"islamabad, pakistan",73.0478848,33.6844202,NA
"ann arbor, mi",-83.7430378,42.2808256,michigan:south
"pierre, sd",-100.3537522,44.3667876,south dakota
maine and florida,-69.4454689,45.253783,maine
"camarillo, ca",-119.0376023,34.2163937,california
"phoenix, az",-112.0740373,33.4483771,arizona
"louisville,ky",-85.7584557,38.2526647,kentucky
"topeka, kansas",-95.6751576,39.0473451,kansas
newfoundland,-57.6604364,53.1355091,NA
"ashburn, va",-77.4874416,39.0437567,virginia:main
"long island, new york",-73.134961,40.789142,new york:long island
el mundo,-85.7013016,38.2536697,kentucky
mexico,-102.552784,23.634501,NA
"parsippany-troy hills, new jersey",-74.4173877,40.8652865,new jersey
"lincoln, ne",-96.7025955,40.813616,nebraska
"lincolnshire, il",-87.9084039,42.1900249,illinois
"snoqualmie, wa",-121.8253906,47.5287132,washington:main
coulee dam,-118.9761322,47.9654304,washington:main
"stanford, ca",-122.1660756,37.424106,california
university of kentucky,-84.5039697,38.0306511,kentucky
um-dearborn,-83.2320299,42.3176343,michigan:south
near boston,-71.0588801,42.3600825,massachusetts:main
"michigan, west bloomfield",-83.373339,42.5678534,michigan:south
"the villages, fl (& deadwood)",-82.0037608,28.927019,florida
park view school & nu,-88.0629268,41.8502552,illinois
"hagerstown, maryland",-77.7199932,39.6417629,maryland
"nashville,tn",-86.7816016,36.1626638,tennessee
37716,-84.1646163,36.0995654,tennessee
visit us:,-94.9272491,36.7724892,oklahoma
greenwich ct,-73.6281964,41.0262417,connecticut
northern marianas islands,145.6739,15.0979,NA
"bay area, ca",-122.2913078,37.8271784,NA
tacoma wa,-122.4442906,47.2528768,washington:main
"spokane, wa",-117.4260465,47.6587802,washington:main
"melbourne, australia",144.9630576,-37.8136276,NA
"charlton marshall, dorset",-2.1410018,50.8345494,NA
"madrid, spain",-3.7037902,40.4167754,NA
"columbus, in",-85.9213796,39.2014404,indiana
seneca sc,-82.9532036,34.6856555,south carolina
upstate ny,-73.9865533,40.7263542,new york:manhattan
"cypress, tx",-95.6937856,29.9716905,texas
"carmel, in",-86.1180435,39.978371,indiana
"poplarville, ms",-89.5342315,30.8401863,mississippi
"mayfield, ky",-88.6367154,36.7417235,kentucky
"columbus, oh",-82.9987942,39.9611755,ohio
"huntley, il",-88.4281415,42.1680796,illinois
the garden state,-74.4056612,40.0583238,new jersey
"medford, ma",-71.1061639,42.4184296,massachusetts:main
"midwest roots, global branches",72.8507025,19.1583038,NA
"overland park & lawrence, ks",-94.6707917,38.9822282,kansas
"lawrence, ks",-95.2352501,38.9716689,kansas
"patna, india",85.1375645,25.5940947,NA
"kenosha, wisconsin",-87.8211854,42.5847425,wisconsin
"covina, ca",-117.8903397,34.0900091,california
madison wisconsin,-89.4012302,43.0730517,wisconsin
"essex, ontario",-82.818899,42.1726977,NA
singapore,103.819836,1.352083,NA
suburban naperville,-88.2043579,41.714064,illinois
uxbridge high school,-71.6191283,42.0512399,massachusetts:main
"lawton, ok",-98.3959291,34.6035669,oklahoma
washington,-120.7401385,47.7510741,washington:main
unlv,-115.1431709,36.1085197,nevada
toronto and environs,-79.6367884,43.5909928,NA
"saratoga springs, ut",-111.9044877,40.3301898,utah
worldwide,-97.676541,30.3419866,texas
"rogers, ar",-94.1185366,36.3320196,arkansas
"penticton, british columbia",-119.5937077,49.4991381,NA
"escondido, ca",-117.086421,33.1192068,california
"frankfort, ky",-84.8732835,38.2009055,kentucky
"birmingham, al",-86.8103567,33.5185892,alabama
"laramie, wyoming",-105.5911007,41.3113669,wyoming
"philadelphia, pa",-75.1652215,39.9525839,pennsylvania
"oklahoma, usa",-97.092877,35.0077519,oklahoma
"pottstown, pennsylvania",-75.6496302,40.2453741,pennsylvania
"vancouver, bc",-123.1207375,49.2827291,NA
northern ca,-120.8958242,38.8375215,california
"tokyo-to, japan",139.6503106,35.6761919,NA
"bristol, ct",-72.9492703,41.6717648,connecticut
"ny, ca",-73.9766164,40.7512475,new york:manhattan
"wenatchee, wa",-120.3103494,47.4234599,washington:main
university of washington,-122.3035199,47.6553351,washington:main
"tega cay, sc",-81.0278546,35.024312,south carolina
"larkspur, ca",-122.5352539,37.9340915,california
"230 doherty drive larkspur, ca",-122.531175,37.9390132,california
"walton, ky",-84.6102213,38.8756194,kentucky
the wild wild west,-96.9483747,32.8083835,texas
"reedley, ca",-119.4504029,36.5963395,california
"culver city, ca",-118.3964665,34.0211224,california
"storrs, ct",-72.2495231,41.8084314,connecticut
sanford center sioux falls sd,-96.7515187,43.5607088,south dakota
"london, england",-0.1277583,51.5073509,NA
"cincinnati, oh",-84.5120196,39.1031182,kentucky
"princeton, nj",-74.6672226,40.3572976,new jersey
"howell, nj",-74.2082671,40.1645785,new jersey
"park ridge, il",-87.8406192,42.0111412,illinois
bristol tn,-82.1887444,36.5951059,tennessee
central alberta,-116.5765035,53.9332706,NA
"brasstown, nc",-83.9576097,35.0390699,north carolina:main
"naperville, il",-88.1535352,41.7508391,illinois
world wide,-96.0054321,36.3516082,oklahoma
ontario,-85.323214,51.253775,NA
"union, mo",-91.0084762,38.4500517,missouri
"south dakota, usa",-99.9018131,43.9695148,south dakota
"hilton, ny",-77.7933423,43.2881161,new york:main
"wheeling, illinois, usa",-87.9289591,42.1391927,illinois
"minooka, il",-88.2617305,41.4553084,illinois
west michigan,-85.6023643,44.3148443,michigan:south
"jersey shore, usa",-74.3118212,39.9652553,new jersey
"bridgeport, ct",-73.1894384,41.1792258,connecticut
"edmonds, wa",-122.3773551,47.8106521,NA
"howard county, maryland",-76.964306,39.2873463,maryland
"mcallen, mission, harlingen, b",-97.637811,26.203509,texas
"mcallen, texas",-98.2300124,26.2034071,texas
room 209,-75.1572756,39.9558971,pennsylvania
"daviess county, ky",-87.1023746,37.7307984,kentucky
omaha ,-95.9345034,41.2565369,nebraska
"portland, or",-122.6750261,45.5051064,oregon
"south taranaki district, new zealand",174.5222189,-39.605475,NA
australia ,133.775136,-25.274398,NA
international,-95.712891,37.09024,kansas
"clearwater, florida, usa 🌍🌏🌎",-82.8001026,27.9658533,florida
rhenen the netherlands,5.5711155,51.9621397,NA
"cleveland, oh",-81.6943605,41.49932,ohio
"madison, wi",-89.4012302,43.0730517,wisconsin
"swartz creek schools, mi",-83.8260884,42.9503143,michigan:south
"laguna beach, ca",-117.7853568,33.5427189,NA
"kent isd, grand rapids, mi",-85.5984549,42.9964466,michigan:south
"upper hutt city, new zealand",175.034925,-41.1388382,NA
"fayetteville, ar",-94.1718542,36.082156,arkansas
"thornville, ohio",-82.4201539,39.896454,ohio
"bethesda, md",-77.0947092,38.984652,maryland
"jersey city, nj",-74.0431435,40.7177545,NA
renotrejo nv,-116.419389,38.8026097,nevada
bowling green ky,-86.4808043,36.9685219,kentucky
"cerrillos, nm",-106.1245907,35.4375198,new mexico
"watertown, sd",-97.1150732,44.8994088,south dakota
ma,-71.3824374,42.4072107,massachusetts:main
"los angeles, california, usa",-118.2436849,34.0522342,california
"palm desert,  california",-116.3744556,33.7222445,california
connecticut,-73.087749,41.6032207,connecticut
"thornville, oh",-82.4201539,39.896454,ohio
los angeles ca,-118.2436849,34.0522342,california
"berlin, boston, budapest",13.404954,52.5200066,NA
"glendora, ca",-117.865339,34.1361187,california
"salem, ma",-70.8967155,42.51954,massachusetts:main
wa,-120.7401385,47.7510741,washington:main
"coventry, ri",-71.5642076,41.6885978,rhode island
the flint hills,-96.675303,37.2833606,kansas
"canton, georgia",-82.9000751,32.1656221,georgia
s. tier ny & northern pa,-74.0134436,40.7055537,NA
"iowa city, ia",-91.5301683,41.6611277,iowa
"greenwich, ct",-73.6281964,41.0262417,connecticut
sydney,151.2092955,-33.8688197,NA
"west midlands, england",-1.829833,52.4750743,NA
"university of maine, orono",-68.6735534,44.8955674,maine
"oklahoma city, ok",-97.5164276,35.4675602,oklahoma
"payson, ut",-111.7321518,40.0443989,utah
"teaticket, ma",-70.5958628,41.5645534,massachusetts:main
"jacksonville, alabama",-85.7613536,33.8137125,alabama
"ringoes, new jersey",-74.8675067,40.4289892,new jersey
von steuben middle school,-89.5828521,40.7253054,illinois
"metro manila, philippines",121.0222565,14.6090537,NA
"appleton, wi",-88.4153847,44.2619309,wisconsin
"fort thomas, kentucky",-84.4471633,39.0750607,kentucky
"jessamine county, ky",-84.564147,37.895573,kentucky
"appleton, wi, usa",-88.4153847,44.2619309,wisconsin
"leonardtown, md",-76.6357942,38.291238,maryland
"santa clara, ca ",-121.9552356,37.3541079,california
"seattle, wa, usa",-122.3320708,47.6062095,NA
"kansas city, missouri",-94.5785667,39.0997265,missouri
"oakland, nj",-74.2643143,41.0131529,new jersey
"vernon hills, il",-87.9653565,42.2393323,illinois
"springfield, virginia",-77.1872036,38.7892801,virginia:main
"prosper, tx",-96.80111,33.2362278,texas
"ontario, canada",-85.323214,51.253775,NA
"new orleans, la",-90.0715323,29.9510658,louisiana
norway,8.468946,60.472024,NA
"sand springs, oklahoma",-96.108891,36.1398102,oklahoma
"logan, ut",-111.8338359,41.7369803,utah
"northern kentucky, cincinnati",-84.5222189,39.1091274,ohio
moorhead mn,-96.7678039,46.8737648,north dakota
mi,-95.1071898,37.1656678,kansas
kentucky/united states,-84.2700179,37.8393332,kentucky
